Column1	Country	Region	Year	Population	Life.Expectancy	Health.Expenditure
2314	Uruguay	Latin America & Caribbean	2007	3323906	76	561
2317	"Venezuela, RB"	Latin America & Caribbean	2007	27483000	74	498
2145	Algeria	Middle East & North Africa	2007	33906605	72	141
2153	Bahrain	Middle East & North Africa	2007	925733	75	725
2188	Djibouti	Middle East & North Africa	2007	839453	56	78
2191	"Egypt, Arab Rep."	Middle East & North Africa	2007	76941572	72	85
2217	"Iran, Islamic Rep."	Middle East & North Africa	2007	71435498	72	255
2218	Iraq	Middle East & North Africa	2007	29292601	68	108
2220	Israel	Middle East & North Africa	2007	7180100	85	1768
2224	Jordan	Middle East & North Africa	2007	5662000	73	252
2228	Kuwait	Middle East & North Africa	2007	2447818	74	999
2232	Lebanon	Middle East & North Africa	2007	4134872	72	498
2235	Libya	Middle East & North Africa	2007	6023053	74	266
2244	Malta	Middle East & North Africa	2007	409050	79	1584
2252	Morocco	Middle East & North Africa	2007	31011199	71	132
2263	Oman	Middle East & North Africa	2007	2561187	73	403
2272	Qatar	Middle East & North Africa	2007	1178192	78	1564
2279	Saudi Arabia	Middle East & North Africa	2007	25504176	73	566
2298	Syrian Arab Republic	Middle East & North Africa	2007	19245438	75	79
2306	Tunisia	Middle East & North Africa	2007	10225100	74	217
2311	United Arab Emirates	Middle East & North Africa	2007	5405541	76	1204
2319	"Yemen, Rep."	Middle East & North Africa	2007	21946990	64	57
2171	Canada	North America	2007	32927517	81	4341
2313	United States	North America	2007	301231207	78	7482
2143	Afghanistan	South Asia	2007	31622333	47	30
2154	Bangladesh	South Asia	2007	143956805	68	16
2160	Bhutan	South Asia	2007	688581	66	87
2215	India	South Asia	2007	1173971629	64	40
2242	Maldives	South Asia	2007	303539	75	320
2256	Nepal	South Asia	2007	28373838	67	20
2264	Pakistan	South Asia	2007	164445596	65	26
2290	Sri Lanka	South Asia	2007	20039000	74	60
2146	Angola	Sub-Saharan Africa	2007	17525367	49	117
2159	Benin	Sub-Saharan Africa	2007	8112573	54	31
2163	Botswana	Sub-Saharan Africa	2007	1927540	52	466
2167	Burkina Faso	Sub-Saharan Africa	2007	15061127	53	30
2168	Burundi	Sub-Saharan Africa	2007	7707781	49	18
2170	Cameroon	Sub-Saharan Africa	2007	18350022	50	53
2172	Cape Verde	Sub-Saharan Africa	2007	483023	73	137
2173	Central African Republic	Sub-Saharan Africa	2007	4160940	45	18
2174	Chad	Sub-Saharan Africa	2007	10371839	48	28
2178	Comoros	Sub-Saharan Africa	2007	678602	60	35
2179	"Congo, Dem. Rep."	Sub-Saharan Africa	2007	60772175	47	10
2180	"Congo, Rep."	Sub-Saharan Africa	2007	3730612	56	57
2182	Cote d'Ivoire	Sub-Saharan Africa	2007	18646754	53	61
2193	Equatorial Guinea	Sub-Saharan Africa	2007	643936	50	372
2194	Eritrea	Sub-Saharan Africa	2007	4798561	60	9
2196	Ethiopia	Sub-Saharan Africa	2007	77718436	57	12
2200	Gabon	Sub-Saharan Africa	2007	1423637	61	234
2201	"Gambia, The"	Sub-Saharan Africa	2007	1591357	57	20
2204	Ghana	Sub-Saharan Africa	2007	22712403	62	66
2208	Guinea	Sub-Saharan Africa	2007	9373619	52	27
2209	Guinea-Bissau	Sub-Saharan Africa	2007	1424191	47	29
2226	Kenya	Sub-Saharan Africa	2007	37485246	54	32
2233	Lesotho	Sub-Saharan Africa	2007	2106128	45	69
2234	Liberia	Sub-Saharan Africa	2007	3477197	54	22
2239	Madagascar	Sub-Saharan Africa	2007	18980391	65	16
2240	Malawi	Sub-Saharan Africa	2007	13589404	51	18
2243	Mali	Sub-Saharan Africa	2007	14020786	50	36
2245	Mauritania	Sub-Saharan Africa	2007	3212672	57	39
2246	Mauritius	Sub-Saharan Africa	2007	1260403	73	317
2253	Mozambique	Sub-Saharan Africa	2007	21811326	49	22
2255	Namibia	Sub-Saharan Africa	2007	2158984	60	284
2260	Niger	Sub-Saharan Africa	2007	13945662	53	16
2261	Nigeria	Sub-Saharan Africa	2007	146951477	50	80
2275	Rwanda	Sub-Saharan Africa	2007	9710531	54	36
2278	Sao Tome and Principe	Sub-Saharan Africa	2007	157361	64	69
2280	Senegal	Sub-Saharan Africa	2007	11474661	58	56
2282	Seychelles	Sub-Saharan Africa	2007	85033	73	413
2283	Sierra Leone	Sub-Saharan Africa	2007	5478289	46	55
2288	South Africa	Sub-Saharan Africa	2007	48257282	51	456
2293	Sudan	Sub-Saharan Africa	2007	31934782	60	69
2295	Swaziland	Sub-Saharan Africa	2007	1020102	47	186
2300	Tanzania	Sub-Saharan Africa	2007	41068185	55	23
2303	Togo	Sub-Saharan Africa	2007	5652811	56	29
2309	Uganda	Sub-Saharan Africa	2007	30339895	52	38
2320	Zambia	Sub-Saharan Africa	2007	12055384	46	54
2327	Australia	East Asia & Pacific	2008	21384400	81	4237
2354	China	East Asia & Pacific	2008	1324655000	73	157
2401	Japan	East Asia & Pacific	2008	127704040	83	3253
2343	Brunei Darussalam	East Asia & Pacific	2008	384695	78	877
2347	Cambodia	East Asia & Pacific	2008	13822644	62	41
2375	Fiji	East Asia & Pacific	2008	843651	69	154
2394	Indonesia	East Asia & Pacific	2008	234951154	68	62
2408	Lao PDR	East Asia & Pacific	2008	6022001	66	37
2419	Malaysia	East Asia & Pacific	2008	27502008	74	306
2426	"Micronesia, Fed. Sts."	East Asia & Pacific	2008	110367	68	306
2428	Mongolia	East Asia & Pacific	2008	2667474	67	123
2432	Myanmar	East Asia & Pacific	2008	47250315	64	11
2436	New Zealand	East Asia & Pacific	2008	4268900	80	2820
2444	Papua New Guinea	East Asia & Pacific	2008	6549268	62	56
2447	Philippines	East Asia & Pacific	2008	90173139	68	75
2454	Samoa	East Asia & Pacific	2008	181809	72	167
2462	Singapore	East Asia & Pacific	2008	4839400	81	1670
2465	Solomon Islands	East Asia & Pacific	2008	510221	67	71
2480	Thailand	East Asia & Pacific	2008	68267982	74	158
2481	Timor-Leste	East Asia & Pacific	2008	1077911	61	53
2483	Tonga	East Asia & Pacific	2008	102910	72	207
2495	Vanuatu	East Asia & Pacific	2008	228041	70	135
2497	Vietnam	East Asia & Pacific	2008	85122300	74	70
2405	"Korea, Rep."	East Asia & Pacific	2008	48949000	80	1229
2377	France	Europe & Central Asia	2008	64370515	81	4862
2381	Germany	Europe & Central Asia	2008	82110097	80	4716
2399	Italy	Europe & Central Asia	2008	59832179	81	3472
2452	Russian Federation	Europe & Central Asia	2008	141950000	68	596
2468	Spain	Europe & Central Asia	2008	45555716	81	3126
2476	Switzerland	Europe & Central Asia	2008	7647675	82	6996
2322	Albania	Europe & Central Asia	2008	3181397	77	244
2326	Armenia	Europe & Central Asia	2008	3079087	73	143
2328	Austria	Europe & Central Asia	2008	8336926	80	5211
2329	Azerbaijan	Europe & Central Asia	2008	8763400	70	239
2334	Belarus	Europe & Central Asia	2008	9528000	70	373
2335	Belgium	Europe & Central Asia	2008	10709973	80	4733
2340	Bosnia and Herzegovina	Europe & Central Asia	2008	3774164	75	434
2344	Bulgaria	Europe & Central Asia	2008	7623395	73	474
2361	Croatia	Europe & Central Asia	2008	4434000	76	1224
2363	Cyprus	Europe & Central Asia	2008	1077001	79	2182
2364	Czech Republic	Europe & Central Asia	2008	10424336	77	1474
2365	Denmark	Europe & Central Asia	2008	5493621	78	6376
2373	Estonia	Europe & Central Asia	2008	1340675	74	1073
2376	Finland	Europe & Central Asia	2008	5313399	80	4250
2380	Georgia	Europe & Central Asia	2008	4383700	73	262
2383	Greece	Europe & Central Asia	2008	11237094	80	3314
2391	Hungary	Europe & Central Asia	2008	10038188	74	1147
2392	Iceland	Europe & Central Asia	2008	317414	82	4881
2397	Ireland	Europe & Central Asia	2008	4425683	79	5241
2403	Kazakhstan	Europe & Central Asia	2008	15673999	67	330
2407	Kyrgyz Republic	Europe & Central Asia	2008	5318700	68	60
2409	Latvia	Europe & Central Asia	2008	2266094	72	981
2414	Lithuania	Europe & Central Asia	2008	3358115	72	934
2415	Luxembourg	Europe & Central Asia	2008	488650	81	8055
2416	"Macedonia, FYR"	Europe & Central Asia	2008	2052524	74	315
2427	Moldova	Europe & Central Asia	2008	3570107	68	193
2429	Montenegro	Europe & Central Asia	2008	629185	74	574
2435	Netherlands	Europe & Central Asia	2008	16445593	80	5836
2440	Norway	Europe & Central Asia	2008	4768212	81	8139
2448	Poland	Europe & Central Asia	2008	38125759	76	956
2449	Portugal	Europe & Central Asia	2008	10622413	79	2424
2451	Romania	Europe & Central Asia	2008	21513622	73	516
2455	San Marino	Europe & Central Asia	2008	31198	83	4222
2459	Serbia	Europe & Central Asia	2008	7350221	74	673
2463	Slovak Republic	Europe & Central Asia	2008	5406626	75	1399
2464	Slovenia	Europe & Central Asia	2008	2021316	79	2244
2475	Sweden	Europe & Central Asia	2008	9219637	81	4866
2478	Tajikistan	Europe & Central Asia	2008	6691416	67	43
2487	Turkmenistan	Europe & Central Asia	2008	4918396	65	81
2489	Ukraine	Europe & Central Asia	2008	46258200	68	260
2494	Uzbekistan	Europe & Central Asia	2008	27302700	68	58
2486	Turkey	Europe & Central Asia	2008	70923730	73	624
2491	United Kingdom	Europe & Central Asia	2008	61393521	80	3760
2325	Argentina	Latin America & Caribbean	2008	39714298	75	685
2330	"Bahamas, The"	Latin America & Caribbean	2008	333661	75	1805
2333	Barbados	Latin America & Caribbean	2008	272180	76	958
2336	Belize	Latin America & Caribbean	2008	322100	75	235
2339	Bolivia	Latin America & Caribbean	2008	9618466	66	85
2342	Brazil	Latin America & Caribbean	2008	191543237	72	715
2353	Chile	Latin America & Caribbean	2008	16795593	79	761
2355	Colombia	Latin America & Caribbean	2008	45005782	73	369
2359	Costa Rica	Latin America & Caribbean	2008	4522124	79	615
2362	Cuba	Latin America & Caribbean	2008	11266905	79	584
2367	Dominican Republic	Latin America & Caribbean	2008	9664948	73	247
2368	Ecuador	Latin America & Caribbean	2008	14056740	75	277
2370	El Salvador	Latin America & Caribbean	2008	6129628	71	216
2384	Grenada	Latin America & Caribbean	2008	103723	75	474
2385	Guatemala	Latin America & Caribbean	2008	13690846	70	199
2388	Guyana	Latin America & Caribbean	2008	751578	69	172
2389	Haiti	Latin America & Caribbean	2008	9736332	61	36
2390	Honduras	Latin America & Caribbean	2008	7302742	72	160
2400	Jamaica	Latin America & Caribbean	2008	2687200	72	272
2425	Mexico	Latin America & Caribbean	2008	110627158	76	598
2437	Nicaragua	Latin America & Caribbean	2008	5635577	73	105
2443	Panama	Latin America & Caribbean	2008	3406487	76	493
2445	Paraguay	Latin America & Caribbean	2008	6230242	72	167
2446	Peru	Latin America & Caribbean	2008	28463338	73	256
2470	St. Lucia	Latin America & Caribbean	2008	170331	74	501
2471	St. Vincent and the Grenadines	Latin America & Caribbean	2008	109178	72	299
2473	Suriname	Latin America & Caribbean	2008	515066	70	396
2484	Trinidad and Tobago	Latin America & Caribbean	2008	1331040	69	909
2493	Uruguay	Latin America & Caribbean	2008	3334052	76	722
2496	"Venezuela, RB"	Latin America & Caribbean	2008	27935000	74	634
2323	Algeria	Middle East & North Africa	2008	34428028	72	186
2331	Bahrain	Middle East & North Africa	2008	1052359	75	774
2366	Djibouti	Middle East & North Africa	2008	855636	57	82
2369	"Egypt, Arab Rep."	Middle East & North Africa	2008	78323298	72	101
2395	"Iran, Islamic Rep."	Middle East & North Africa	2008	72289291	72	313
2396	Iraq	Middle East & North Africa	2008	30178292	68	161
2398	Israel	Middle East & North Africa	2008	7308800	81	2124
2402	Jordan	Middle East & North Africa	2008	5787000	73	330
2406	Kuwait	Middle East & North Africa	2008	2548351	74	1117
2410	Lebanon	Middle East & North Africa	2008	4166915	72	534
2413	Libya	Middle East & North Africa	2008	6149620	74	311
2422	Malta	Middle East & North Africa	2008	411950	79	1599
2430	Morocco	Middle East & North Africa	2008	31321453	71	153
2441	Oman	Middle East & North Africa	2008	2636963	73	473
2450	Qatar	Middle East & North Africa	2008	1396060	78	1548
2457	Saudi Arabia	Middle East & North Africa	2008	26166639	73	561
2477	Syrian Arab Republic	Middle East & North Africa	2008	19637776	75	90
2485	Tunisia	Middle East & North Africa	2008	10328900	74	246
2490	United Arab Emirates	Middle East & North Africa	2008	6206623	76	1519
2498	"Yemen, Rep."	Middle East & North Africa	2008	22626595	64	68
2349	Canada	North America	2008	33317662	81	4630
2492	United States	North America	2008	304093966	78	7760
2321	Afghanistan	South Asia	2008	32517656	48	35
2332	Bangladesh	South Asia	2008	145478300	68	19
2338	Bhutan	South Asia	2008	701363	66	94
2393	India	South Asia	2008	1190863679	64	43
2420	Maldives	South Asia	2008	307632	76	477
2434	Nepal	South Asia	2008	28905358	68	23
2442	Pakistan	South Asia	2008	167442258	65	29
2469	Sri Lanka	South Asia	2008	20217000	74	71
2324	Angola	Sub-Saharan Africa	2008	18037964	50	179
2337	Benin	Sub-Saharan Africa	2008	8355980	55	33
2341	Botswana	Sub-Saharan Africa	2008	1954822	53	305
2345	Burkina Faso	Sub-Saharan Africa	2008	15515258	54	37
2346	Burundi	Sub-Saharan Africa	2008	7943385	49	19
2348	Cameroon	Sub-Saharan Africa	2008	18758778	50	64
2350	Cape Verde	Sub-Saharan Africa	2008	487371	73	145
2351	Central African Republic	Sub-Saharan Africa	2008	4237961	46	20
2352	Chad	Sub-Saharan Africa	2008	10653762	49	28
2356	Comoros	Sub-Saharan Africa	2008	697034	60	40
2357	"Congo, Dem. Rep."	Sub-Saharan Africa	2008	62474901	48	14
2358	"Congo, Rep."	Sub-Saharan Africa	2008	3836339	56	64
2360	Cote d'Ivoire	Sub-Saharan Africa	2008	18987007	53	72
2371	Equatorial Guinea	Sub-Saharan Africa	2008	662327	50	745
2372	Eritrea	Sub-Saharan Africa	2008	4947521	60	9
2374	Ethiopia	Sub-Saharan Africa	2008	79446419	57	14
2378	Gabon	Sub-Saharan Africa	2008	1450310	61	263
2379	"Gambia, The"	Sub-Saharan Africa	2008	1636107	58	25
2382	Ghana	Sub-Saharan Africa	2008	23264176	63	69
2386	Guinea	Sub-Saharan Africa	2008	9559110	53	29
2387	Guinea-Bissau	Sub-Saharan Africa	2008	1453757	47	34
2404	Kenya	Sub-Saharan Africa	2008	38455418	55	33
2411	Lesotho	Sub-Saharan Africa	2008	2127412	46	72
2412	Liberia	Sub-Saharan Africa	2008	3658460	55	27
2417	Madagascar	Sub-Saharan Africa	2008	19546282	66	17
2418	Malawi	Sub-Saharan Africa	2008	14005113	52	26
2421	Mali	Sub-Saharan Africa	2008	14459990	50	41
2423	Mauritania	Sub-Saharan Africa	2008	3295254	58	47
2424	Mauritius	Sub-Saharan Africa	2008	1268565	73	395
2431	Mozambique	Sub-Saharan Africa	2008	22332900	49	24
2433	Namibia	Sub-Saharan Africa	2008	2200422	61	275
2438	Niger	Sub-Saharan Africa	2008	14450007	53	19
2439	Nigeria	Sub-Saharan Africa	2008	150665730	50	88
2453	Rwanda	Sub-Saharan Africa	2008	10004092	54	44
2456	Sao Tome and Principe	Sub-Saharan Africa	2008	159852	64	79
2458	Senegal	Sub-Saharan Africa	2008	11787123	58	66
2460	Seychelles	Sub-Saharan Africa	2008	86956	73	358
2461	Sierra Leone	Sub-Saharan Africa	2008	5612129	46	63
2466	South Africa	Sub-Saharan Africa	2008	48793022	51	445
2467	South Sudan	Sub-Saharan Africa	2008	8976845	62	34
2472	Sudan	Sub-Saharan Africa	2008	32438306	60	97
2474	Swaziland	Sub-Saharan Africa	2008	1031747	47	211
2479	Tanzania	Sub-Saharan Africa	2008	42267667	56	26
2482	Togo	Sub-Saharan Africa	2008	5776837	56	35
2488	Uganda	Sub-Saharan Africa	2008	31339392	52	40
2499	Zambia	Sub-Saharan Africa	2008	12379612	47	71
2506	Australia	East Asia & Pacific	2009	21778800	82	4118
2533	China	East Asia & Pacific	2009	1331260000	73	191
2580	Japan	East Asia & Pacific	2009	127557958	83	3736
2522	Brunei Darussalam	East Asia & Pacific	2009	391837	78	834
2526	Cambodia	East Asia & Pacific	2009	13977903	62	47
2554	Fiji	East Asia & Pacific	2009	852323	69	146
2573	Indonesia	East Asia & Pacific	2009	237414495	68	65
2587	Lao PDR	East Asia & Pacific	2009	6112143	67	34
2598	Malaysia	East Asia & Pacific	2009	27949395	74	317
2605	"Micronesia, Fed. Sts."	East Asia & Pacific	2009	110676	69	336
2607	Mongolia	East Asia & Pacific	2009	2711659	68	98
2611	Myanmar	East Asia & Pacific	2009	47601374	64	14
2615	New Zealand	East Asia & Pacific	2009	4315800	81	2702
2623	Papua New Guinea	East Asia & Pacific	2009	6703361	62	50
2626	Philippines	East Asia & Pacific	2009	91703090	68	77
2633	Samoa	East Asia & Pacific	2009	182401	72	154
2641	Singapore	East Asia & Pacific	2009	4987600	81	1772
2644	Solomon Islands	East Asia & Pacific	2009	524125	67	90
2658	Thailand	East Asia & Pacific	2009	68706122	74	160
2659	Timor-Leste	East Asia & Pacific	2009	1110071	62	49
2661	Tonga	East Asia & Pacific	2009	103519	72	145
2673	Vanuatu	East Asia & Pacific	2009	233790	71	132
2675	Vietnam	East Asia & Pacific	2009	86025000	75	79
2584	"Korea, Rep."	East Asia & Pacific	2009	49182000	80	1174
2556	France	Europe & Central Asia	2009	64720232	81	4765
2560	Germany	Europe & Central Asia	2009	81902307	80	4724
2578	Italy	Europe & Central Asia	2009	60192698	81	3323
2631	Russian Federation	Europe & Central Asia	2009	141910000	69	527
2646	Spain	Europe & Central Asia	2009	45908594	81	3052
2654	Switzerland	Europe & Central Asia	2009	7743831	82	7184
2501	Albania	Europe & Central Asia	2009	3192723	77	238
2505	Armenia	Europe & Central Asia	2009	3084979	74	129
2507	Austria	Europe & Central Asia	2009	8365275	80	5111
2508	Azerbaijan	Europe & Central Asia	2009	8947243	70	286
2513	Belarus	Europe & Central Asia	2009	9507000	70	311
2514	Belgium	Europe & Central Asia	2009	10796493	80	4674
2519	Bosnia and Herzegovina	Europe & Central Asia	2009	3767683	75	461
2523	Bulgaria	Europe & Central Asia	2009	7585131	73	463
2540	Croatia	Europe & Central Asia	2009	4429000	76	1095
2542	Cyprus	Europe & Central Asia	2009	1090473	79	2067
2543	Czech Republic	Europe & Central Asia	2009	10487178	77	1494
2544	Denmark	Europe & Central Asia	2009	5523095	79	6452
2552	Estonia	Europe & Central Asia	2009	1340271	75	1004
2555	Finland	Europe & Central Asia	2009	5338871	80	4113
2559	Georgia	Europe & Central Asia	2009	4410800	73	251
2562	Greece	Europe & Central Asia	2009	11282760	80	3180
2570	Hungary	Europe & Central Asia	2009	10022650	74	977
2571	Iceland	Europe & Central Asia	2009	318499	82	3657
2576	Ireland	Europe & Central Asia	2009	4458942	80	4714
2582	Kazakhstan	Europe & Central Asia	2009	16093481	68	326
2586	Kyrgyz Republic	Europe & Central Asia	2009	5383300	69	60
2588	Latvia	Europe & Central Asia	2009	2254834	73	784
2593	Lithuania	Europe & Central Asia	2009	3339456	73	836
2594	Luxembourg	Europe & Central Asia	2009	497783	81	8262
2595	"Macedonia, FYR"	Europe & Central Asia	2009	2056769	74	297
2606	Moldova	Europe & Central Asia	2009	3565603	69	190
2608	Montenegro	Europe & Central Asia	2009	630435	74	621
2614	Netherlands	Europe & Central Asia	2009	16530388	81	5766
2619	Norway	Europe & Central Asia	2009	4828726	81	7593
2627	Poland	Europe & Central Asia	2009	38151603	76	815
2628	Portugal	Europe & Central Asia	2009	10632482	79	2381
2630	Romania	Europe & Central Asia	2009	21480401	73	431
2634	San Marino	Europe & Central Asia	2009	31359	83	3559
2638	Serbia	Europe & Central Asia	2009	7320807	74	577
2642	Slovak Republic	Europe & Central Asia	2009	5418590	75	1474
2643	Slovenia	Europe & Central Asia	2009	2039669	79	2231
2664	Turkey	Europe & Central Asia	2009	71846212	73	575
2653	Sweden	Europe & Central Asia	2009	9298515	81	4337
2656	Tajikistan	Europe & Central Asia	2009	6783390	67	44
2665	Turkmenistan	Europe & Central Asia	2009	4979672	65	89
2667	Ukraine	Europe & Central Asia	2009	46053300	69	200
2672	Uzbekistan	Europe & Central Asia	2009	27767400	68	71
2669	United Kingdom	Europe & Central Asia	2009	61811027	80	3445
2504	Argentina	Latin America & Caribbean	2009	40062470	75	725
2509	"Bahamas, The"	Latin America & Caribbean	2009	338358	75	1701
2512	Barbados	Latin America & Caribbean	2009	272750	76	843
2515	Belize	Latin America & Caribbean	2009	333200	76	254
2518	Bolivia	Latin America & Caribbean	2009	9773441	66	102
2521	Brazil	Latin America & Caribbean	2009	193246610	73	734
2532	Chile	Latin America & Caribbean	2009	16955737	79	782
2534	Colombia	Latin America & Caribbean	2009	45654044	73	361
2538	Costa Rica	Latin America & Caribbean	2009	4590790	79	660
2541	Cuba	Latin America & Caribbean	2009	11262628	79	651
2546	Dominican Republic	Latin America & Caribbean	2009	9796852	73	258
2547	Ecuador	Latin America & Caribbean	2009	14261566	75	298
2549	El Salvador	Latin America & Caribbean	2009	6160423	72	228
2563	Grenada	Latin America & Caribbean	2009	104097	75	462
2564	Guatemala	Latin America & Caribbean	2009	14033623	71	190
2567	Guyana	Latin America & Caribbean	2009	753013	69	173
2568	Haiti	Latin America & Caribbean	2009	9864241	61	42
2569	Honduras	Latin America & Caribbean	2009	7449923	73	173
2579	Jamaica	Latin America & Caribbean	2009	2695600	73	230
2604	Mexico	Latin America & Caribbean	2009	112033369	76	526
2616	Nicaragua	Latin America & Caribbean	2009	5710230	73	110
2622	Panama	Latin America & Caribbean	2009	3461901	76	565
2624	Paraguay	Latin America & Caribbean	2009	6341892	72	188
2625	Peru	Latin America & Caribbean	2009	28765162	74	236
2648	St. Lucia	Latin America & Caribbean	2009	172370	74	525
2649	St. Vincent and the Grenadines	Latin America & Caribbean	2009	109269	72	317
2651	Suriname	Latin America & Caribbean	2009	519861	70	447
2662	Trinidad and Tobago	Latin America & Caribbean	2009	1336349	70	935
2671	Uruguay	Latin America & Caribbean	2009	3344938	76	761
2674	"Venezuela, RB"	Latin America & Caribbean	2009	28384000	74	667
2502	Algeria	Middle East & North Africa	2009	34950168	73	181
2510	Bahrain	Middle East & North Africa	2009	1169578	75	748
2545	Djibouti	Middle East & North Africa	2009	872090	57	93
2548	"Egypt, Arab Rep."	Middle East & North Africa	2009	79716203	73	118
2574	"Iran, Islamic Rep."	Middle East & North Africa	2009	73137148	72	290
2575	Iraq	Middle East & North Africa	2009	31090763	68	200
2577	Israel	Middle East & North Africa	2009	7485600	81	1998
2581	Jordan	Middle East & North Africa	2009	5915000	73	377
2585	Kuwait	Middle East & North Africa	2009	2646286	74	1580
2589	Lebanon	Middle East & North Africa	2009	4196990	72	589
2592	Libya	Middle East & North Africa	2009	6262667	75	345
2601	Malta	Middle East & North Africa	2009	413991	80	1664
2609	Morocco	Middle East & North Africa	2009	31634524	72	162
2620	Oman	Middle East & North Africa	2009	2712141	73	511
2629	Qatar	Middle East & North Africa	2009	1597765	78	1612
2636	Saudi Arabia	Middle East & North Africa	2009	26809105	74	576
2655	Syrian Arab Republic	Middle East & North Africa	2009	20038112	76	95
2663	Tunisia	Middle East & North Africa	2009	10439600	74	242
2668	United Arab Emirates	Middle East & North Africa	2009	6938815	76	1696
2676	"Yemen, Rep."	Middle East & North Africa	2009	23328214	65	71
2528	Canada	North America	2009	33726915	81	4522
2670	United States	North America	2009	306771529	78	7990
2500	Afghanistan	South Asia	2009	33438329	48	35
2511	Bangladesh	South Asia	2009	147030145	68	22
2517	Bhutan	South Asia	2009	713665	67	81
2572	India	South Asia	2009	1207740408	65	44
2599	Maldives	South Asia	2009	311739	76	490
2613	Nepal	South Asia	2009	29432743	68	24
2621	Pakistan	South Asia	2009	170494367	65	26
2647	Sri Lanka	South Asia	2009	20450000	75	71
2503	Angola	Sub-Saharan Africa	2009	18555115	50	237
2516	Benin	Sub-Saharan Africa	2009	8601771	55	34
2520	Botswana	Sub-Saharan Africa	2009	1981576	53	284
2524	Burkina Faso	Sub-Saharan Africa	2009	15984479	54	39
2525	Burundi	Sub-Saharan Africa	2009	8170853	49	20
2527	Cameroon	Sub-Saharan Africa	2009	19175028	51	60
2529	Cape Verde	Sub-Saharan Africa	2009	491621	74	148
2530	Central African Republic	Sub-Saharan Africa	2009	4318128	47	16
2531	Chad	Sub-Saharan Africa	2009	10937089	49	28
2535	Comoros	Sub-Saharan Africa	2009	715774	60	30
2536	"Congo, Dem. Rep."	Sub-Saharan Africa	2009	64204304	48	16
2537	"Congo, Rep."	Sub-Saharan Africa	2009	3941454	57	55
2539	Cote d'Ivoire	Sub-Saharan Africa	2009	19350026	54	71
2550	Equatorial Guinea	Sub-Saharan Africa	2009	681115	51	928
2551	Eritrea	Sub-Saharan Africa	2009	5097998	61	11
2553	Ethiopia	Sub-Saharan Africa	2009	81187751	58	16
2557	Gabon	Sub-Saharan Africa	2009	1477514	62	273
2558	"Gambia, The"	Sub-Saharan Africa	2009	1681734	58	26
2561	Ghana	Sub-Saharan Africa	2009	23824402	63	54
2565	Guinea	Sub-Saharan Africa	2009	9761217	53	30
2566	Guinea-Bissau	Sub-Saharan Africa	2009	1484120	47	37
2583	Kenya	Sub-Saharan Africa	2009	39462188	56	36
2590	Lesotho	Sub-Saharan Africa	2009	2149201	47	83
2591	Liberia	Sub-Saharan Africa	2009	3835929	55	41
2596	Madagascar	Sub-Saharan Africa	2009	20124150	66	16
2597	Malawi	Sub-Saharan Africa	2009	14442290	53	29
2600	Mali	Sub-Saharan Africa	2009	14909813	51	41
2602	Mauritania	Sub-Saharan Africa	2009	3377630	58	48
2603	Mauritius	Sub-Saharan Africa	2009	1275032	73	389
2610	Mozambique	Sub-Saharan Africa	2009	22858607	49	26
2612	Namibia	Sub-Saharan Africa	2009	2242078	62	278
2617	Niger	Sub-Saharan Africa	2009	14972257	54	19
2618	Nigeria	Sub-Saharan Africa	2009	154488072	51	74
2632	Rwanda	Sub-Saharan Africa	2009	10311275	55	51
2635	Sao Tome and Principe	Sub-Saharan Africa	2009	162515	64	101
2637	Senegal	Sub-Saharan Africa	2009	12106865	59	60
2639	Seychelles	Sub-Saharan Africa	2009	87298	73	298
2640	Sierra Leone	Sub-Saharan Africa	2009	5739293	47	72
2645	South Africa	Sub-Saharan Africa	2009	49320150	52	495
2650	Sudan	Sub-Saharan Africa	2009	32970881	61	93
2652	Swaziland	Sub-Saharan Africa	2009	1043509	48	220
2657	Tanzania	Sub-Saharan Africa	2009	43524738	57	28
2660	Togo	Sub-Saharan Africa	2009	5901859	56	39
2666	Uganda	Sub-Saharan Africa	2009	32367909	53	43
2677	Zambia	Sub-Saharan Africa	2009	12723746	48	61
2684	Australia	East Asia & Pacific	2010	22065300	82	5174
2711	China	East Asia & Pacific	2010	1337705000	73	219
2758	Japan	East Asia & Pacific	2010	127450459	83	3958
2700	Brunei Darussalam	East Asia & Pacific	2010	398920	78	915
2704	Cambodia	East Asia & Pacific	2010	14138255	63	48
2732	Fiji	East Asia & Pacific	2010	860623	69	155
2751	Indonesia	East Asia & Pacific	2010	239870937	69	84
2765	Lao PDR	East Asia & Pacific	2010	6200894	67	30
2776	Malaysia	East Asia & Pacific	2010	28401017	74	368
2783	"Micronesia, Fed. Sts."	East Asia & Pacific	2010	111064	69	365
2785	Mongolia	East Asia & Pacific	2010	2756001	68	124
2789	Myanmar	East Asia & Pacific	2010	47963012	65	17
2793	New Zealand	East Asia & Pacific	2010	4367800	81	3267
2801	Papua New Guinea	East Asia & Pacific	2010	6858266	62	57
2804	Philippines	East Asia & Pacific	2010	93260798	68	89
2811	Samoa	East Asia & Pacific	2010	183081	72	204
2819	Singapore	East Asia & Pacific	2010	5076700	82	2005
2822	Solomon Islands	East Asia & Pacific	2010	538148	67	93
2836	Thailand	East Asia & Pacific	2010	69122234	74	179
2837	Timor-Leste	East Asia & Pacific	2010	1142502	62	45
2839	Tonga	East Asia & Pacific	2010	104058	72	172
