Column1	Country	Region	Year	Population	Life.Expectancy	Health.Expenditure
1295	Dominican Republic	Latin America & Caribbean	2002	8860760	71	177
1296	Ecuador	Latin America & Caribbean	2002	12767415	74	107
1298	El Salvador	Latin America & Caribbean	2002	5988233	70	183
1312	Grenada	Latin America & Caribbean	2002	101954	74	354
1313	Guatemala	Latin America & Caribbean	2002	11800351	69	110
1316	Guyana	Latin America & Caribbean	2002	738011	66	57
1317	Haiti	Latin America & Caribbean	2002	8935252	59	20
1318	Honduras	Latin America & Caribbean	2002	6477525	71	88
1328	Jamaica	Latin America & Caribbean	2002	2617495.224	71	180
1354	Mexico	Latin America & Caribbean	2002	102634153	75	396
1366	Nicaragua	Latin America & Caribbean	2002	5219724	71	57
1372	Panama	Latin America & Caribbean	2002	3069123	75	321
1374	Paraguay	Latin America & Caribbean	2002	5564709	71	80
1375	Peru	Latin America & Caribbean	2002	26579252	71	103
1398	St. Kitts and Nevis	Latin America & Caribbean	2002	46710	71	371
1399	St. Lucia	Latin America & Caribbean	2002	159133	74	283
1400	St. Vincent and the Grenadines	Latin America & Caribbean	2002	108150	71	168
1402	Suriname	Latin America & Caribbean	2002	480132	68	161
1413	Trinidad and Tobago	Latin America & Caribbean	2002	1301576	68	331
1422	Uruguay	Latin America & Caribbean	2002	3308526.676	75	449
1425	"Venezuela, RB"	Latin America & Caribbean	2002	25220000	74	208
1249	Algeria	Middle East & North Africa	2002	31441848	71	70
1258	Bahrain	Middle East & North Africa	2002	642070	74	580
1293	Djibouti	Middle East & North Africa	2002	765283	54	42
1297	"Egypt, Arab Rep."	Middle East & North Africa	2002	70174632	70	74
1323	"Iran, Islamic Rep."	Middle East & North Africa	2002	67212850	70	108
1324	Iraq	Middle East & North Africa	2002	25577836	70	10
1326	Israel	Middle East & North Africa	2002	6570000	79	1369
1330	Jordan	Middle East & North Africa	2002	5038000	72	186
1335	Kuwait	Middle East & North Africa	2002	2069816	74	657
1339	Lebanon	Middle East & North Africa	2002	3868504	71	427
1342	Libya	Middle East & North Africa	2002	5434293	73	176
1351	Malta	Middle East & North Africa	2002	395969	78	832
1359	Morocco	Middle East & North Africa	2002	29453931	69	73
1370	Oman	Middle East & North Africa	2002	2302874	74	278
1379	Qatar	Middle East & North Africa	2002	624173	77	840
1386	Saudi Arabia	Middle East & North Africa	2002	21463072	72	378
1406	Syrian Arab Republic	Middle East & North Africa	2002	16962918	74	57
1414	Tunisia	Middle East & North Africa	2002	9781900	73	128
1419	United Arab Emirates	Middle East & North Africa	2002	3254691	75	917
1427	"Yemen, Rep."	Middle East & North Africa	2002	18831819	61	28
1276	Canada	North America	2002	31362000	80	2249
1421	United States	North America	2002	287625193	77	5453
1247	Afghanistan	South Asia	2002	27465525	46	14
1259	Bangladesh	South Asia	2002	134266428	66	11
1265	Bhutan	South Asia	2002	606024	63	70
1321	India	South Asia	2002	1088694080	62	21
1349	Maldives	South Asia	2002	282266	72	151
1363	Nepal	South Asia	2002	25562573	63	13
1371	Pakistan	South Asia	2002	150407242	64	15
1397	Sri Lanka	South Asia	2002	18921000	73	34
1250	Angola	Sub-Saharan Africa	2002	14890474	47	29
1264	Benin	Sub-Saharan Africa	2002	6937985	53	17
1268	Botswana	Sub-Saharan Africa	2002	1808103	49	193
1272	Burkina Faso	Sub-Saharan Africa	2002	13015435	51	13
1273	Burundi	Sub-Saharan Africa	2002	6656071	47	6
1275	Cameroon	Sub-Saharan Africa	2002	16408085	50	32
1277	Cape Verde	Sub-Saharan Africa	2002	452740	71	71
1278	Central African Republic	Sub-Saharan Africa	2002	3829238	44	11
1279	Chad	Sub-Saharan Africa	2002	8831199	48	18
1283	Comoros	Sub-Saharan Africa	2002	593170	58	15
1284	"Congo, Dem. Rep."	Sub-Saharan Africa	2002	52491329	46	4
1285	"Congo, Rep."	Sub-Saharan Africa	2002	3288923	54	23
1287	Cote d'Ivoire	Sub-Saharan Africa	2002	17180649	50	23
1299	Equatorial Guinea	Sub-Saharan Africa	2002	554429	49	145
1300	Eritrea	Sub-Saharan Africa	2002	3973973	57	7
1302	Ethiopia	Sub-Saharan Africa	2002	69040669	53	5
1306	Gabon	Sub-Saharan Africa	2002	1290532	59	122
1307	"Gambia, The"	Sub-Saharan Africa	2002	1376035	56	16
1310	Ghana	Sub-Saharan Africa	2002	20114361	59	15
1314	Guinea	Sub-Saharan Africa	2002	8604936	49	22
1315	Guinea-Bissau	Sub-Saharan Africa	2002	1289526	45	18
1332	Kenya	Sub-Saharan Africa	2002	32927864	52	18
1340	Lesotho	Sub-Saharan Africa	2002	2010261	45	23
1341	Liberia	Sub-Saharan Africa	2002	2996082	48	10
1346	Madagascar	Sub-Saharan Africa	2002	16338968	62	10
1347	Malawi	Sub-Saharan Africa	2002	11833102	47	11
1350	Mali	Sub-Saharan Africa	2002	12001887	48	17
1352	Mauritania	Sub-Saharan Africa	2002	2800333	57	24
1353	Mauritius	Sub-Saharan Africa	2002	1210196	72	165
1360	Mozambique	Sub-Saharan Africa	2002	19200021	48	14
1362	Namibia	Sub-Saharan Africa	2002	1973408	57	105
1367	Niger	Sub-Saharan Africa	2002	11706182	50	7
1368	Nigeria	Sub-Saharan Africa	2002	129832447	47	18
1382	Rwanda	Sub-Saharan Africa	2002	8696378	49	8
1385	Sao Tome and Principe	Sub-Saharan Africa	2002	145761	63	59
1387	Senegal	Sub-Saharan Africa	2002	10023194	56	27
1389	Seychelles	Sub-Saharan Africa	2002	83700	73	379
1390	Sierra Leone	Sub-Saharan Africa	2002	4505515	41	35
1395	South Africa	Sub-Saharan Africa	2002	45533292	53	205
1401	Sudan	Sub-Saharan Africa	2002	28806330	58	15
1403	Swaziland	Sub-Saharan Africa	2002	1013437	47	58
1408	Tanzania	Sub-Saharan Africa	2002	35832494	51	10
1411	Togo	Sub-Saharan Africa	2002	5050919	55	14
1417	Uganda	Sub-Saharan Africa	2002	25794397	48	18
1428	Zambia	Sub-Saharan Africa	2002	10693471	42	23
1435	Australia	East Asia & Pacific	2003	19895400	80	2323
1462	China	East Asia & Pacific	2003	1288400000	72	61
1451	Brunei Darussalam	East Asia & Pacific	2003	348771	77	583
1455	Cambodia	East Asia & Pacific	2003	13024171	59	26
1483	Fiji	East Asia & Pacific	2003	817339	68	94
1502	Indonesia	East Asia & Pacific	2003	221839235	67	27
1516	Lao PDR	East Asia & Pacific	2003	5582028	63	18
1527	Malaysia	East Asia & Pacific	2003	25060184	73	185
1534	"Micronesia, Fed. Sts."	East Asia & Pacific	2003	108325	68	215
1536	Mongolia	East Asia & Pacific	2003	2485177	65	42
1540	Myanmar	East Asia & Pacific	2003	45843675	62	4
1544	New Zealand	East Asia & Pacific	2003	4027200	79	1602
1552	Papua New Guinea	East Asia & Pacific	2003	5803029	60	25
1555	Philippines	East Asia & Pacific	2003	82293990	67	33
1562	Samoa	East Asia & Pacific	2003	179141	70	92
1570	Singapore	East Asia & Pacific	2003	4114800	79	903
1573	Solomon Islands	East Asia & Pacific	2003	444344	65	45
1587	Thailand	East Asia & Pacific	2003	65370277	73	78
1588	Timor-Leste	East Asia & Pacific	2003	931324	58	33
1590	Tonga	East Asia & Pacific	2003	99659	71	106
1602	Vanuatu	East Asia & Pacific	2003	199968	69	58
1604	Vietnam	East Asia & Pacific	2003	80468400	73	25
1509	Japan	East Asia & Pacific	2003	127718000	82	2692
1513	"Korea, Rep."	East Asia & Pacific	2003	47859000	77	697
1485	France	Europe & Central Asia	2003	62242266	79	3159
1489	Germany	Europe & Central Asia	2003	82534176	78	3207
1507	Italy	Europe & Central Asia	2003	57604658	80	2184
1560	Russian Federation	Europe & Central Asia	2003	144599446.8	65	167
1430	Albania	Europe & Central Asia	2003	3106701	76	113
1434	Armenia	Europe & Central Asia	2003	3060554	72	51
1436	Austria	Europe & Central Asia	2003	8121423	79	3223
1437	Azerbaijan	Europe & Central Asia	2003	8234100	68	57
1442	Belarus	Europe & Central Asia	2003	9797000	69	118
1443	Belgium	Europe & Central Asia	2003	10376133	78	3003
1448	Bosnia and Herzegovina	Europe & Central Asia	2003	3782717	75	178
1452	Bulgaria	Europe & Central Asia	2003	7823557	72	201
1469	Croatia	Europe & Central Asia	2003	4440000	75	495
1471	Cyprus	Europe & Central Asia	2003	998134	78	1235
1472	Czech Republic	Europe & Central Asia	2003	10207362	75	666
1473	Denmark	Europe & Central Asia	2003	5390574	77	3751
1481	Estonia	Europe & Central Asia	2003	1353557	71	363
1484	Finland	Europe & Central Asia	2003	5213014	78	2568
1488	Georgia	Europe & Central Asia	2003	4328900	72	74
1491	Greece	Europe & Central Asia	2003	11023514	79	1577
1499	Hungary	Europe & Central Asia	2003	10129552	72	707
1500	Iceland	Europe & Central Asia	2003	289521	81	4026
1505	Ireland	Europe & Central Asia	2003	3996521	78	2908
1511	Kazakhstan	Europe & Central Asia	2003	14909019	66	76
1515	Kyrgyz Republic	Europe & Central Asia	2003	5043300	68	21
1517	Latvia	Europe & Central Asia	2003	2325342	71	295
1522	Lithuania	Europe & Central Asia	2003	3454205	72	351
1523	Luxembourg	Europe & Central Asia	2003	451630	78	4949
1524	"Macedonia, FYR"	Europe & Central Asia	2003	2027819	73	218
1535	Moldova	Europe & Central Asia	2003	3612869	67	46
1537	Montenegro	Europe & Central Asia	2003	627500	74	249
1543	Netherlands	Europe & Central Asia	2003	16225302	78	3243
1548	Norway	Europe & Central Asia	2003	4564855	79	4937
1556	Poland	Europe & Central Asia	2003	38204570	75	354
1557	Portugal	Europe & Central Asia	2003	10441075	77	1510
1559	Romania	Europe & Central Asia	2003	21742013	71	146
1563	San Marino	Europe & Central Asia	2003	29013	81	2835
1567	Serbia	Europe & Central Asia	2003	7480591	72	230
1571	Slovak Republic	Europe & Central Asia	2003	5379607	74	360
1572	Slovenia	Europe & Central Asia	2003	1995733	77	1262
1582	Sweden	Europe & Central Asia	2003	8958229	80	3271
1585	Tajikistan	Europe & Central Asia	2003	6336724	65	11
1594	Turkmenistan	Europe & Central Asia	2003	4647912	64	95
1596	Ukraine	Europe & Central Asia	2003	47812950	68	73
1601	Uzbekistan	Europe & Central Asia	2003	25567700	67	21
1575	Spain	Europe & Central Asia	2003	42004522	80	1722
1583	Switzerland	Europe & Central Asia	2003	7339001	81	4940
1593	Turkey	Europe & Central Asia	2003	66339433	71	242
1598	United Kingdom	Europe & Central Asia	2003	59566259	78	2429
1433	Argentina	Latin America & Caribbean	2003	38001251	74	280
1438	"Bahamas, The"	Latin America & Caribbean	2003	310201	73	1259
1441	Barbados	Latin America & Caribbean	2003	269389	76	696
1444	Belize	Latin America & Caribbean	2003	273700	74	169
1447	Bolivia	Latin America & Caribbean	2003	8815911	64	51
1450	Brazil	Latin America & Caribbean	2003	181633074	71	214
1461	Chile	Latin America & Caribbean	2003	15959793	78	335
1463	Colombia	Latin America & Caribbean	2003	41731914	72	134
1467	Costa Rica	Latin America & Caribbean	2003	4160438	78	343
1470	Cuba	Latin America & Caribbean	2003	11208029	77	202
1475	Dominican Republic	Latin America & Caribbean	2003	8995398	72	144
1476	Ecuador	Latin America & Caribbean	2003	12987992	74	168
1478	El Salvador	Latin America & Caribbean	2003	6008523	70	183
1492	Grenada	Latin America & Caribbean	2003	102195	74	359
1493	Guatemala	Latin America & Caribbean	2003	12098576	69	115
1496	Guyana	Latin America & Caribbean	2003	740925	66	56
1497	Haiti	Latin America & Caribbean	2003	9075399	59	17
1498	Honduras	Latin America & Caribbean	2003	6609337	71	103
1508	Jamaica	Latin America & Caribbean	2003	2625700	71	162
1533	Mexico	Latin America & Caribbean	2003	103902569	75	397
1545	Nicaragua	Latin America & Caribbean	2003	5288271	71	62
1551	Panama	Latin America & Caribbean	2003	3125565	75	315
1553	Paraguay	Latin America & Caribbean	2003	5675754	71	71
1554	Peru	Latin America & Caribbean	2003	26916342	72	103
1577	St. Lucia	Latin America & Caribbean	2003	160620	74	294
1578	St. Vincent and the Grenadines	Latin America & Caribbean	2003	108354	71	174
1580	Suriname	Latin America & Caribbean	2003	486800	68	173
1591	Trinidad and Tobago	Latin America & Caribbean	2003	1306065	68	425
1600	Uruguay	Latin America & Caribbean	2003	3303539.568	75	351
1603	"Venezuela, RB"	Latin America & Caribbean	2003	25674000	73	190
1431	Algeria	Middle East & North Africa	2003	31913462	71	80
1439	Bahrain	Middle East & North Africa	2003	647164	74	639
1474	Djibouti	Middle East & North Africa	2003	779640	55	50
1477	"Egypt, Arab Rep."	Middle East & North Africa	2003	71498433	71	56
1503	"Iran, Islamic Rep."	Middle East & North Africa	2003	68061695	71	119
1504	Iraq	Middle East & North Africa	2003	26234373	70	18
1506	Israel	Middle East & North Africa	2003	6689700	80	1400
1510	Jordan	Middle East & North Africa	2003	5164000	72	186
1514	Kuwait	Middle East & North Africa	2003	2126786	74	727
1518	Lebanon	Middle East & North Africa	2003	3935421	71	420
1521	Libya	Middle East & North Africa	2003	5541062	73	183
1530	Malta	Middle East & North Africa	2003	398582	78	1078
1538	Morocco	Middle East & North Africa	2003	29770316	70	88
1549	Oman	Middle East & North Africa	2003	2335967	74	294
1558	Qatar	Middle East & North Africa	2003	653500	77	1490
1565	Saudi Arabia	Middle East & North Africa	2003	22334371	72	387
1584	Syrian Arab Republic	Middle East & North Africa	2003	17490104	75	60
1592	Tunisia	Middle East & North Africa	2003	9839800	73	151
1597	United Arab Emirates	Middle East & North Africa	2003	3400959	75	968
1605	"Yemen, Rep."	Middle East & North Africa	2003	19419710	62	36
1457	Canada	North America	2003	31676000	80	2677
1599	United States	North America	2003	290107933	77	5989
1429	Afghanistan	South Asia	2003	28255719	46	18
1440	Bangladesh	South Asia	2003	136514768	66	11
1446	Bhutan	South Asia	2003	624431	64	50
1501	India	South Asia	2003	1105885689	63	24
1528	Maldives	South Asia	2003	286665	73	200
1542	Nepal	South Asia	2003	26143530	64	13
1550	Pakistan	South Asia	2003	153139895	64	16
1576	Sri Lanka	South Asia	2003	19173000	73	38
1432	Angola	Sub-Saharan Africa	2003	15419943	47	37
1445	Benin	Sub-Saharan Africa	2003	7164976	53	23
1449	Botswana	Sub-Saharan Africa	2003	1830127	49	250
1453	Burkina Faso	Sub-Saharan Africa	2003	13395599	51	18
1454	Burundi	Sub-Saharan Africa	2003	6838764	47	6
1456	Cameroon	Sub-Saharan Africa	2003	16783366	49	40
1458	Cape Verde	Sub-Saharan Africa	2003	460031	71	88
1459	Central African Republic	Sub-Saharan Africa	2003	3890075	44	13
1460	Chad	Sub-Saharan Africa	2003	9153893	48	17
1464	Comoros	Sub-Saharan Africa	2003	609271	59	20
1465	"Congo, Dem. Rep."	Sub-Saharan Africa	2003	54098245	47	5
1466	"Congo, Rep."	Sub-Saharan Africa	2003	3365171	55	27
1468	Cote d'Ivoire	Sub-Saharan Africa	2003	17455501	51	30
1479	Equatorial Guinea	Sub-Saharan Africa	2003	571999	49	125
1480	Eritrea	Sub-Saharan Africa	2003	4145500	58	7
1482	Ethiopia	Sub-Saharan Africa	2003	70784012	54	6
1486	Gabon	Sub-Saharan Africa	2003	1317484	59	154
1487	"Gambia, The"	Sub-Saharan Africa	2003	1417818	56	14
1490	Ghana	Sub-Saharan Africa	2003	20610897	60	18
1494	Guinea	Sub-Saharan Africa	2003	8743954	50	19
1495	Guinea-Bissau	Sub-Saharan Africa	2003	1314795	46	20
1512	Kenya	Sub-Saharan Africa	2003	33805301	52	20
1519	Lesotho	Sub-Saharan Africa	2003	2028976	44	33
1520	Liberia	Sub-Saharan Africa	2003	3037412	50	5
1525	Madagascar	Sub-Saharan Africa	2003	16842482	62	11
1526	Malawi	Sub-Saharan Africa	2003	12144945	47	13
1529	Mali	Sub-Saharan Africa	2003	12380104	48	21
1531	Mauritania	Sub-Saharan Africa	2003	2882003	57	24
1532	Mauritius	Sub-Saharan Africa	2003	1222811	72	183
1539	Mozambique	Sub-Saharan Africa	2003	19721009	48	15
1541	Namibia	Sub-Saharan Africa	2003	2008342	57	160
1546	Niger	Sub-Saharan Africa	2003	12118322	50	8
1547	Nigeria	Sub-Saharan Africa	2003	133067097	48	38
1561	Rwanda	Sub-Saharan Africa	2003	8857859	50	13
1564	Sao Tome and Principe	Sub-Saharan Africa	2003	148038	63	78
1566	Senegal	Sub-Saharan Africa	2003	10297956	57	36
1568	Seychelles	Sub-Saharan Africa	2003	82800	71	415
1569	Sierra Leone	Sub-Saharan Africa	2003	4730020	42	20
1574	South Africa	Sub-Saharan Africa	2003	46116494	52	311
1579	Sudan	Sub-Saharan Africa	2003	29445166	59	19
1581	Swaziland	Sub-Saharan Africa	2003	1014765	46	98
1586	Tanzania	Sub-Saharan Africa	2003	36788281	52	12
1589	Togo	Sub-Saharan Africa	2003	5170252	55	18
1595	Uganda	Sub-Saharan Africa	2003	26641627	48	18
1606	Zambia	Sub-Saharan Africa	2003	10938261	43	26
1613	Australia	East Asia & Pacific	2004	20127400	80	2872
1640	China	East Asia & Pacific	2004	1296075000	72	70
1629	Brunei Darussalam	East Asia & Pacific	2004	355943	77	667
1633	Cambodia	East Asia & Pacific	2004	13193961	59	29
1661	Fiji	East Asia & Pacific	2004	819102	68	119
1680	Indonesia	East Asia & Pacific	2004	224606531	67	27
1694	Lao PDR	East Asia & Pacific	2004	5667055	64	19
1705	Malaysia	East Asia & Pacific	2004	25590453	73	190
1712	"Micronesia, Fed. Sts."	East Asia & Pacific	2004	108926	68	228
1714	Mongolia	East Asia & Pacific	2004	2514462	65	49
1718	Myanmar	East Asia & Pacific	2004	46070248	63	5
1722	New Zealand	East Asia & Pacific	2004	4087500	80	1974
1730	Papua New Guinea	East Asia & Pacific	2004	5948135	60	30
1733	Philippines	East Asia & Pacific	2004	83936698	67	35
1740	Samoa	East Asia & Pacific	2004	179699	71	106
1748	Singapore	East Asia & Pacific	2004	4166700	79	921
1751	Solomon Islands	East Asia & Pacific	2004	456919	65	46
1765	Thailand	East Asia & Pacific	2004	66060383	73	86
1766	Timor-Leste	East Asia & Pacific	2004	974024	59	35
1768	Tonga	East Asia & Pacific	2004	100286	71	115
1780	Vanuatu	East Asia & Pacific	2004	205561	69	62
1782	Vietnam	East Asia & Pacific	2004	81437700	73	31
1687	Japan	East Asia & Pacific	2004	127761000	82	2913
1691	"Korea, Rep."	East Asia & Pacific	2004	48039000	78	789
1663	France	Europe & Central Asia	2004	62701871	80	3630
1667	Germany	Europe & Central Asia	2004	82516260	79	3526
1685	Italy	Europe & Central Asia	2004	58175310	81	2570
1738	Russian Federation	Europe & Central Asia	2004	143849574.2	65	212
1608	Albania	Europe & Central Asia	2004	3124861	76	152
1612	Armenia	Europe & Central Asia	2004	3062612	73	64
1614	Austria	Europe & Central Asia	2004	8171966	79	3720
1615	Azerbaijan	Europe & Central Asia	2004	8306500	68	81
1620	Belarus	Europe & Central Asia	2004	9730000	69	154
1621	Belgium	Europe & Central Asia	2004	10421137	79	3514
1626	Bosnia and Herzegovina	Europe & Central Asia	2004	3781358	75	243
1630	Bulgaria	Europe & Central Asia	2004	7781161	73	238
1647	Croatia	Europe & Central Asia	2004	4439000	76	614
1649	Cyprus	Europe & Central Asia	2004	1015806	78	1353
1650	Czech Republic	Europe & Central Asia	2004	10216016	76	771
1651	Denmark	Europe & Central Asia	2004	5404523	77	4382
1659	Estonia	Europe & Central Asia	2004	1349290	72	457
1662	Finland	Europe & Central Asia	2004	5228172	79	2969
1666	Georgia	Europe & Central Asia	2004	4318300	72	97
1669	Greece	Europe & Central Asia	2004	11061701	79	1805
1677	Hungary	Europe & Central Asia	2004	10107146	73	829
1678	Iceland	Europe & Central Asia	2004	292074	81	4560
1683	Ireland	Europe & Central Asia	2004	4070262	78	3449
1689	Kazakhstan	Europe & Central Asia	2004	15012984	66	113
1693	Kyrgyz Republic	Europe & Central Asia	2004	5104700	68	25
1695	Latvia	Europe & Central Asia	2004	2312819	72	389
1700	Lithuania	Europe & Central Asia	2004	3435591	72	374
1701	Luxembourg	Europe & Central Asia	2004	458095	79	6107
1702	"Macedonia, FYR"	Europe & Central Asia	2004	2033039	74	237
1713	Moldova	Europe & Central Asia	2004	3603934	68	61
1715	Montenegro	Europe & Central Asia	2004	626912	74	287
1721	Netherlands	Europe & Central Asia	2004	16281779	79	3735
1726	Norway	Europe & Central Asia	2004	4591910	80	5436
1734	Poland	Europe & Central Asia	2004	38182222	75	411
1735	Portugal	Europe & Central Asia	2004	10501970	78	1774
1737	Romania	Europe & Central Asia	2004	21684890	72	191
1741	San Marino	Europe & Central Asia	2004	29722	82	3359
1745	Serbia	Europe & Central Asia	2004	7463157	73	274
1749	Slovak Republic	Europe & Central Asia	2004	5382438	74	565
1750	Slovenia	Europe & Central Asia	2004	1997012	77	1413
1760	Sweden	Europe & Central Asia	2004	8993531	80	3659
1753	Spain	Europe & Central Asia	2004	42691689	80	2013
1763	Tajikistan	Europe & Central Asia	2004	6391120	65	14
1772	Turkmenistan	Europe & Central Asia	2004	4696771	64	111
1774	Ukraine	Europe & Central Asia	2004	47451600	68	91
1779	Uzbekistan	Europe & Central Asia	2004	25864400	67	24
1761	Switzerland	Europe & Central Asia	2004	7389625	81	5503
1771	Turkey	Europe & Central Asia	2004	67235927	72	311
1776	United Kingdom	Europe & Central Asia	2004	59867866	79	2943
1611	Argentina	Latin America & Caribbean	2004	38340778	75	327
1616	"Bahamas, The"	Latin America & Caribbean	2004	314739	73	1358
1619	Barbados	Latin America & Caribbean	2004	269947	76	731
1622	Belize	Latin America & Caribbean	2004	282600	74	171
1625	Bolivia	Latin America & Caribbean	2004	8982917	64	52
1628	Brazil	Latin America & Caribbean	2004	183873377	71	257
1639	Chile	Latin America & Caribbean	2004	16132209	78	410
1641	Colombia	Latin America & Caribbean	2004	42385712	72	153
1645	Costa Rica	Latin America & Caribbean	2004	4235605	78	346
1648	Cuba	Latin America & Caribbean	2004	11234970	77	209
1653	Dominican Republic	Latin America & Caribbean	2004	9129965	72	121
1654	Ecuador	Latin America & Caribbean	2004	13208869	75	182
1656	El Salvador	Latin America & Caribbean	2004	6028792	70	189
1670	Grenada	Latin America & Caribbean	2004	102455	75	336
1671	Guatemala	Latin America & Caribbean	2004	12404764	69	124
1674	Guyana	Latin America & Caribbean	2004	743743	67	57
1675	Haiti	Latin America & Caribbean	2004	9212634	59	22
1676	Honduras	Latin America & Caribbean	2004	6743128	71	104
1686	Jamaica	Latin America & Caribbean	2004	2638100	71	183
1711	Mexico	Latin America & Caribbean	2004	105175967	75	441
1723	Nicaragua	Latin America & Caribbean	2004	5356012	72	66
1729	Panama	Latin America & Caribbean	2004	3181969	75	360
1731	Paraguay	Latin America & Caribbean	2004	5786836	71	82
1732	Peru	Latin America & Caribbean	2004	27242033	72	112
1755	St. Lucia	Latin America & Caribbean	2004	162434	73	325
1756	St. Vincent and the Grenadines	Latin America & Caribbean	2004	108566	71	179
1758	Suriname	Latin America & Caribbean	2004	493236	69	207
1769	Trinidad and Tobago	Latin America & Caribbean	2004	1310622	68	491
1778	Uruguay	Latin America & Caribbean	2004	3301732	75	350
1781	"Venezuela, RB"	Latin America & Caribbean	2004	26127000	73	239
1609	Algeria	Middle East & North Africa	2004	32396048	71	89
1617	Bahrain	Middle East & North Africa	2004	671760	74	661
1652	Djibouti	Middle East & North Africa	2004	793738	55	47
1655	"Egypt, Arab Rep."	Middle East & North Africa	2004	72844998	71	57
1681	"Iran, Islamic Rep."	Middle East & North Africa	2004	68893323	71	146
1682	Iraq	Middle East & North Africa	2004	26907763	69	62
1684	Israel	Middle East & North Africa	2004	6809000	80	1446
1688	Jordan	Middle East & North Africa	2004	5290000	73	203
1692	Kuwait	Middle East & North Africa	2004	2189485	74	748
1696	Lebanon	Middle East & North Africa	2004	3998042	71	453
1699	Libya	Middle East & North Africa	2004	5652797	73	195
1708	Malta	Middle East & North Africa	2004	401268	79	1231
1716	Morocco	Middle East & North Africa	2004	30082152	70	99
1727	Oman	Middle East & North Africa	2004	2378336	74	310
1736	Qatar	Middle East & North Africa	2004	715146	77	1599
1743	Saudi Arabia	Middle East & North Africa	2004	23213767	72	398
1762	Syrian Arab Republic	Middle East & North Africa	2004	18004797	75	61
1770	Tunisia	Middle East & North Africa	2004	9932400	73	179
1775	United Arab Emirates	Middle East & North Africa	2004	3658042	75	995
1783	"Yemen, Rep."	Middle East & North Africa	2004	20026117	62	38
1635	Canada	North America	2004	31995000	80	3036
1777	United States	North America	2004	292805298	77	6349
1607	Afghanistan	South Asia	2004	29068646	46	19
1618	Bangladesh	South Asia	2004	138633401	67	13
1624	Bhutan	South Asia	2004	642400	64	48
1679	India	South Asia	2004	1122991192	63	29
1706	Maldives	South Asia	2004	290988	74	218
1720	Nepal	South Asia	2004	26717875	65	16
1728	Pakistan	South Asia	2004	155860066	64	18
1754	Sri Lanka	South Asia	2004	19435000	74	45
1610	Angola	Sub-Saharan Africa	2004	15957460	48	54
1623	Benin	Sub-Saharan Africa	2004	7397985	54	25
1627	Botswana	Sub-Saharan Africa	2004	1852243	50	427
1631	Burkina Faso	Sub-Saharan Africa	2004	13789736	52	23
1632	Burundi	Sub-Saharan Africa	2004	7039534	47	9
1634	Cameroon	Sub-Saharan Africa	2004	17165267	49	43
1636	Cape Verde	Sub-Saharan Africa	2004	466784	72	100
1637	Central African Republic	Sub-Saharan Africa	2004	3952281	44	13
1638	Chad	Sub-Saharan Africa	2004	9474792	48	24
1642	Comoros	Sub-Saharan Africa	2004	625876	59	24
1643	"Congo, Dem. Rep."	Sub-Saharan Africa	2004	55754885	47	6
1644	"Congo, Rep."	Sub-Saharan Africa	2004	3445765	55	34
1646	Cote d'Ivoire	Sub-Saharan Africa	2004	17731840	51	37
1657	Equatorial Guinea	Sub-Saharan Africa	2004	589794	49	189
1658	Eritrea	Sub-Saharan Africa	2004	4318343	58	8
1660	Ethiopia	Sub-Saharan Africa	2004	72526620	54	6
1664	Gabon	Sub-Saharan Africa	2004	1344171	60	160
1665	"Gambia, The"	Sub-Saharan Africa	2004	1460493	56	17
1668	Ghana	Sub-Saharan Africa	2004	21119911	60	26
1672	Guinea	Sub-Saharan Africa	2004	8889321	51	22
1673	Guinea-Bissau	Sub-Saharan Africa	2004	1340814	46	21
1690	Kenya	Sub-Saharan Africa	2004	34702176	52	20
1697	Lesotho	Sub-Saharan Africa	2004	2047006	44	46
1698	Liberia	Sub-Saharan Africa	2004	3092721	51	13
1703	Madagascar	Sub-Saharan Africa	2004	17357913	63	9
1704	Malawi	Sub-Saharan Africa	2004	12472794	48	16
1707	Mali	Sub-Saharan Africa	2004	12772264	49	24
1709	Mauritania	Sub-Saharan Africa	2004	2964526	57	29
1710	Mauritius	Sub-Saharan Africa	2004	1233386	72	220
1717	Mozambique	Sub-Saharan Africa	2004	20246287	48	17
1719	Namibia	Sub-Saharan Africa	2004	2043339	58	209
1724	Niger	Sub-Saharan Africa	2004	12546945	51	9
1725	Nigeria	Sub-Saharan Africa	2004	136399438	48	45
1739	Rwanda	Sub-Saharan Africa	2004	9009655	51	14
1742	Sao Tome and Principe	Sub-Saharan Africa	2004	150311	63	79
1744	Senegal	Sub-Saharan Africa	2004	10581316	57	43
1746	Seychelles	Sub-Saharan Africa	2004	82500	73	436
1747	Sierra Leone	Sub-Saharan Africa	2004	4952134	43	34
1752	South Africa	Sub-Saharan Africa	2004	46664771	51	413
1757	Sudan	Sub-Saharan Africa	2004	30101696	59	24
1759	Swaziland	Sub-Saharan Africa	2004	1016094	46	130
1764	Tanzania	Sub-Saharan Africa	2004	37786946	53	12
1767	Togo	Sub-Saharan Africa	2004	5288273	55	22
1773	Uganda	Sub-Saharan Africa	2004	27521632	49	24
1784	Zambia	Sub-Saharan Africa	2004	11192422	44	32
1791	Australia	East Asia & Pacific	2005	20394800	81	3136
1818	China	East Asia & Pacific	2005	1303720000	72	80
1807	Brunei Darussalam	East Asia & Pacific	2005	363123	77	691
